logPriorICSE,-0.35667494393873245,logPriorVLDB,-1.2039728043259361
Word,Count,CountICSE,CountVLDB,CountDocICSE,CountDocVLDB,logCondProbICSE,logCondProbVLDB
prolog,6,5,1,4,1,-10.361281529750313,-10.645520130825885
prominent,1,1,0,1,0,-11.459893818418422,-11.33866731138583
promise,1,1,0,1,0,-11.459893818418422,-11.33866731138583
promises,7,3,4,2,3,-10.766746637858477,-9.729229398951729
promote,4,4,0,2,0,-10.543603086544268,-11.33866731138583
promoting,4,4,0,4,0,-10.543603086544268,-11.33866731138583
promotion,5,4,1,2,1,-10.543603086544268,-10.645520130825885
promover,1,1,0,1,0,-11.459893818418422,-11.33866731138583
prompter,2,2,0,2,0,-11.054428710310258,-11.33866731138583
prompts,1,1,0,1,0,-11.459893818418422,-11.33866731138583
pronat,1,1,0,1,0,-11.459893818418422,-11.33866731138583
prone,2,1,1,1,1,-11.459893818418422,-10.645520130825885
proneness,6,6,0,6,0,-10.207130849923054,-11.33866731138583
pronto,1,0,1,0,1,-12.153040998978367,-10.645520130825885
proof,15,9,6,6,4,-9.850455905984322,-9.392757162330517
proofs,14,14,0,8,0,-9.444990797876159,-11.33866731138583
propagating,1,0,1,0,1,-12.153040998978367,-10.645520130825885
propagation,37,29,8,16,5,-8.751843617316213,-9.14144273404961
propel,2,1,1,1,1,-11.459893818418422,-10.645520130825885
proper,2,2,0,1,0,-11.054428710310258,-11.33866731138583
properties,111,103,8,59,6,-7.508650099836996,-9.14144273404961
property,22,20,2,12,2,-9.108518561254945,-10.24005502271772
prophecy,2,2,0,1,0,-11.054428710310258,-11.33866731138583
prophetic,1,1,0,1,0,-11.459893818418422,-11.33866731138583
propolis,1,0,1,0,1,-12.153040998978367,-10.645520130825885
proposal,15,14,1,9,1,-9.444990797876159,-10.645520130825885
propose,1,1,0,1,0,-11.459893818418422,-11.33866731138583
proposed,12,12,0,6,0,-9.588091641516831,-11.33866731138583
proposing,2,2,0,2,0,-11.054428710310258,-11.33866731138583
proposition,1,1,0,1,0,-11.459893818418422,-11.33866731138583
propulsion,2,2,0,2,0,-11.054428710310258,-11.33866731138583
proquel,1,0,1,0,1,-12.153040998978367,-10.645520130825885
prosim,1,1,0,1,0,-11.459893818418422,-11.33866731138583
prosim03,1,1,0,1,0,-11.459893818418422,-11.33866731138583
prospects,3,3,0,3,0,-10.766746637858477,-11.33866731138583
prosthetic,2,2,0,1,0,-11.054428710310258,-11.33866731138583
protagonist,1,1,0,1,0,-11.459893818418422,-11.33866731138583
protagonistoriented,1,1,0,1,0,-11.459893818418422,-11.33866731138583
protdb,1,0,1,0,1,-12.153040998978367,-10.645520130825885
protect,1,0,1,0,1,-12.153040998978367,-10.645520130825885
protected,3,0,3,0,2,-12.153040998978367,-9.95237295026594
protecting,2,2,0,2,0,-11.054428710310258,-11.33866731138583
protection,53,36,17,22,9,-8.542123086334144,-8.448295553489665
protein,16,6,10,3,6,-10.207130849923054,-8.94077203858746
protel,1,1,0,1,0,-11.459893818418422,-11.33866731138583
protocol,101,91,10,50,6,-7.631252421929328,-8.94077203858746
protocols,39,30,9,18,6,-8.719053794493222,-9.036082218391783
proton,2,2,0,1,0,-11.054428710310258,-11.33866731138583
prototype,15,6,9,4,6,-10.207130849923054,-9.036082218391783
prototypes,14,14,0,6,0,-9.444990797876159,-11.33866731138583
prototyping,49,45,4,30,3,-8.324399602489272,-9.729229398951729
prototypingconcepts,1,1,0,1,0,-11.459893818418422,-11.33866731138583
prototypinginthelarge,1,1,0,1,0,-11.459893818418422,-11.33866731138583
proust,1,1,0,1,0,-11.459893818418422,-11.33866731138583
provable,2,2,0,1,0,-11.054428710310258,-11.33866731138583
provenance,24,6,18,3,11,-10.207130849923054,-8.394228332219388
prover,2,2,0,1,0,-11.054428710310258,-11.33866731138583
provers,1,1,0,1,0,-11.459893818418422,-11.33866731138583
provide,4,2,2,2,1,-11.054428710310258,-10.24005502271772
provider,1,1,0,1,0,-11.459893818418422,-11.33866731138583
providers,6,1,5,1,3,-11.459893818418422,-9.546907842157774
providing,16,6,10,4,10,-10.207130849923054,-8.94077203858746
province,4,4,0,2,0,-10.543603086544268,-11.33866731138583
proving,10,9,1,5,1,-9.850455905984322,-10.645520130825885
provisioned,2,0,2,0,1,-12.153040998978367,-10.24005502271772
provisioning,6,3,3,2,2,-10.766746637858477,-9.95237295026594
provisions,1,0,1,0,1,-12.153040998978367,-10.645520130825885
prowctivity,1,1,0,1,0,-11.459893818418422,-11.33866731138583
proxies,3,3,0,2,0,-10.766746637858477,-11.33866731138583
proximity,14,6,8,4,6,-10.207130849923054,-9.14144273404961
proxy,8,3,5,3,3,-10.766746637858477,-9.546907842157774
prtv,1,0,1,0,1,-12.153040998978367,-10.645520130825885
pruning,4,1,3,1,2,-11.459893818418422,-9.95237295026594
prying,2,0,2,0,1,-12.153040998978367,-10.24005502271772
ps,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ps2way,1,1,0,1,0,-11.459893818418422,-11.33866731138583
psa,1,1,0,1,0,-11.459893818418422,-11.33866731138583
pseudo,3,2,1,2,1,-11.054428710310258,-10.645520130825885
pseudomorphic,11,11,0,6,0,-9.668134349190368,-11.33866731138583
pseudotrees,1,1,0,1,0,-11.459893818418422,-11.33866731138583
psg,1,1,0,1,0,-11.459893818418422,-11.33866731138583
psi,3,3,0,3,0,-10.766746637858477,-11.33866731138583
psicalculi,1,1,0,1,0,-11.459893818418422,-11.33866731138583
psj,1,0,1,0,1,-12.153040998978367,-10.645520130825885
psl,1,1,0,1,0,-11.459893818418422,-11.33866731138583
psmt,1,1,0,1,0,-11.459893818418422,-11.33866731138583
pso,7,7,0,7,0,-10.073599457298531,-11.33866731138583
psoup,1,0,1,0,1,-12.153040998978367,-10.645520130825885
psp,2,2,0,2,0,-11.054428710310258,-11.33866731138583
psphere,1,0,1,0,1,-12.153040998978367,-10.645520130825885
psycho,2,1,1,1,1,-11.459893818418422,-10.645520130825885
psychological,4,3,1,2,1,-10.766746637858477,-10.645520130825885
psychology,2,2,0,1,0,-11.054428710310258,-11.33866731138583
psychometric,1,1,0,1,0,-11.459893818418422,-11.33866731138583
psychometrics,4,4,0,2,0,-10.543603086544268,-11.33866731138583
psychophysiological,1,1,0,1,0,-11.459893818418422,-11.33866731138583
pt,6,6,0,6,0,-10.207130849923054,-11.33866731138583
ptl,1,1,0,1,0,-11.459893818418422,-11.33866731138583
pts,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ptt,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ptype,2,2,0,2,0,-11.054428710310258,-11.33866731138583
puLSE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
public,29,22,7,13,4,-9.017546783049218,-9.259225769705994
publication,10,2,8,1,4,-11.054428710310258,-9.14144273404961
publish,11,2,9,2,9,-11.054428710310258,-9.036082218391783
publisher,1,1,0,1,0,-11.459893818418422,-11.33866731138583
publishersubscriber,1,1,0,1,0,-11.459893818418422,-11.33866731138583
publishing,22,4,18,2,11,-10.543603086544268,-8.394228332219388
publishsubscribe,7,1,6,1,6,-11.459893818418422,-9.392757162330517
puist,1,1,0,1,0,-11.459893818418422,-11.33866731138583
pull,10,9,1,6,1,-9.850455905984322,-10.645520130825885
pullbased,3,2,1,2,1,-11.054428710310258,-10.645520130825885
pullin,2,2,0,2,0,-11.054428710310258,-11.33866731138583
pulse,10,10,0,7,0,-9.755145726179997,-11.33866731138583
pulsed,3,3,0,3,0,-10.766746637858477,-11.33866731138583
pump,7,7,0,4,0,-10.073599457298531,-11.33866731138583
pumping,4,4,0,2,0,-10.543603086544268,-11.33866731138583
punchthrough,2,2,0,1,0,-11.054428710310258,-11.33866731138583
punctuated,2,0,2,0,1,-12.153040998978367,-10.24005502271772
pupose,2,0,2,0,1,-12.153040998978367,-10.24005502271772
purchase,2,0,2,0,1,-12.153040998978367,-10.24005502271772
purchasing,2,2,0,1,0,-11.054428710310258,-11.33866731138583
pure,5,5,0,3,0,-10.361281529750313,-11.33866731138583
purejoin,1,1,0,1,0,-11.459893818418422,-11.33866731138583
purification,1,1,0,1,0,-11.459893818418422,-11.33866731138583
purpors,1,0,1,0,1,-12.153040998978367,-10.645520130825885
purpose,12,5,7,5,5,-10.361281529750313,-9.259225769705994
pursuit,2,2,0,1,0,-11.054428710310258,-11.33866731138583
push,2,1,1,1,1,-11.459893818418422,-10.645520130825885
pushing,6,2,4,1,3,-11.054428710310258,-9.729229398951729
pushmail,2,2,0,1,0,-11.054428710310258,-11.33866731138583
put,2,2,0,1,0,-11.054428710310258,-11.33866731138583
putting,6,3,3,3,3,-10.766746637858477,-9.95237295026594
pv,2,2,0,2,0,-11.054428710310258,-11.33866731138583
pvdf,1,1,0,1,0,-11.459893818418422,-11.33866731138583
pvk,1,1,0,1,0,-11.459893818418422,-11.33866731138583
pvs,1,1,0,1,0,-11.459893818418422,-11.33866731138583
pyroelectric,3,3,0,2,0,-10.766746637858477,-11.33866731138583
python,1,1,0,1,0,-11.459893818418422,-11.33866731138583
q,6,5,1,4,1,-10.361281529750313,-10.645520130825885
qada,1,1,0,1,0,-11.459893818418422,-11.33866731138583
qbench,1,1,0,1,0,-11.459893818418422,-11.33866731138583
qgrams,1,0,1,0,1,-12.153040998978367,-10.645520130825885
qi,1,0,1,0,1,-12.153040998978367,-10.645520130825885
qksub,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ql,1,0,1,0,1,-12.153040998978367,-10.645520130825885
qmetric,1,1,0,1,0,-11.459893818418422,-11.33866731138583
qos,28,23,5,23,5,-8.974987168630422,-9.546907842157774
qpso,1,1,0,1,0,-11.459893818418422,-11.33866731138583
qql,1,0,1,0,1,-12.153040998978367,-10.645520130825885
qr,2,2,0,2,0,-11.054428710310258,-11.33866731138583
qrcode,1,1,0,1,0,-11.459893818418422,-11.33866731138583
qrs,1,1,0,1,0,-11.459893818418422,-11.33866731138583
qs,1,0,1,0,1,-12.153040998978367,-10.645520130825885
qsl,1,1,0,1,0,-11.459893818418422,-11.33866731138583
qstream,2,0,2,0,2,-12.153040998978367,-10.24005502271772
qt,2,2,0,2,0,-11.054428710310258,-11.33866731138583
qtcp,1,1,0,1,0,-11.459893818418422,-11.33866731138583
qu,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quadtree,1,0,1,0,1,-12.153040998978367,-10.645520130825885
quadtreebased,1,0,1,0,1,-12.153040998978367,-10.645520130825885
quadtrees,1,0,1,0,1,-12.153040998978367,-10.645520130825885
qualification,3,3,0,2,0,-10.766746637858477,-11.33866731138583
qualifications,2,2,0,1,0,-11.054428710310258,-11.33866731138583
qualified,5,4,1,2,1,-10.543603086544268,-10.645520130825885
qualifier,2,2,0,1,0,-11.054428710310258,-11.33866731138583
qualitative,17,15,2,9,2,-9.380452276738588,-10.24005502271772
qualities,2,2,0,1,0,-11.054428710310258,-11.33866731138583
quality,379,348,31,193,20,-6.29796907677594,-7.872931408586103
qualitydriven,1,1,0,1,0,-11.459893818418422,-11.33866731138583
qualityofservice,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quamoco,4,4,0,2,0,-10.543603086544268,-11.33866731138583
quantcast,2,0,2,0,1,-12.153040998978367,-10.24005502271772
quantifiable,3,1,2,1,2,-11.459893818418422,-10.24005502271772
quantification,5,2,3,1,2,-11.054428710310258,-9.95237295026594
quantified,2,2,0,1,0,-11.054428710310258,-11.33866731138583
quantifiers,1,0,1,0,1,-12.153040998978367,-10.645520130825885
quantify,3,3,0,2,0,-10.766746637858477,-11.33866731138583
quantifying,7,6,1,6,1,-10.207130849923054,-10.645520130825885
quantiles,3,0,3,0,2,-12.153040998978367,-9.95237295026594
quantitative,51,46,5,29,4,-8.30289339726831,-9.546907842157774
quantities,2,0,2,0,1,-12.153040998978367,-10.24005502271772
quantity,4,4,0,2,0,-10.543603086544268,-11.33866731138583
quantization,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quantox,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quantum,40,40,0,26,0,-8.43946893227406,-11.33866731138583
quantumwell,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quarter,3,3,0,2,0,-10.766746637858477,-11.33866731138583
quartz,2,2,0,1,0,-11.054428710310258,-11.33866731138583
quasi,7,6,1,6,1,-10.207130849923054,-10.645520130825885
quasi3D,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quasichaotic,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quasicyclic,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quasitwodimensional,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quaternary,2,0,2,0,1,-12.153040998978367,-10.24005502271772
quble,1,0,1,0,1,-12.153040998978367,-10.645520130825885
qudas,1,0,1,0,1,-12.153040998978367,-10.645520130825885
queries,499,23,476,13,276,-8.974987168630422,-5.171150820497488
query,528,41,487,20,311,-8.415371380695,-5.1483519055326825
querybyhumming,1,0,1,0,1,-12.153040998978367,-10.645520130825885
querydriven,2,0,2,0,2,-12.153040998978367,-10.24005502271772
querying,102,4,98,2,64,-10.543603086544268,-6.743547461251239
querymarket,1,0,1,0,1,-12.153040998978367,-10.645520130825885
queryupdate,1,0,1,0,1,-12.153040998978367,-10.645520130825885
queryworkloadaware,1,0,1,0,1,-12.153040998978367,-10.645520130825885
queso,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quest,1,0,1,0,1,-12.153040998978367,-10.645520130825885
question,7,6,1,3,1,-10.207130849923054,-10.645520130825885
questionanswering,1,0,1,0,1,-12.153040998978367,-10.645520130825885
questionnaire,7,7,0,5,0,-10.073599457298531,-11.33866731138583
questions,25,18,7,9,4,-9.208602019811927,-9.259225769705994
queue,9,9,0,6,0,-9.850455905984322,-11.33866731138583
queueing,7,7,0,5,0,-10.073599457298531,-11.33866731138583
queuing,4,4,0,2,0,-10.543603086544268,-11.33866731138583
quick,7,6,1,4,1,-10.207130849923054,-10.645520130825885
quickdraw,1,1,0,1,0,-11.459893818418422,-11.33866731138583
quickfoil,1,0,1,0,1,-12.153040998978367,-10.645520130825885
quickstore,1,0,1,0,1,-12.153040998978367,-10.645520130825885
quiet,1,0,1,0,1,-12.153040998978367,-10.645520130825885
quintillabit,1,0,1,0,1,-12.153040998978367,-10.645520130825885
quisition,1,0,1,0,1,-12.153040998978367,-10.645520130825885
quist,1,0,1,0,1,-12.153040998978367,-10.645520130825885
quiz,2,2,0,1,0,-11.054428710310258,-11.33866731138583
quorum,5,2,3,1,3,-11.054428710310258,-9.95237295026594
quotient,3,0,3,0,2,-12.153040998978367,-9.95237295026594
quovadis,2,2,0,2,0,-11.054428710310258,-11.33866731138583
qw,1,1,0,1,0,-11.459893818418422,-11.33866731138583
qwu,1,1,0,1,0,-11.459893818418422,-11.33866731138583
r,36,11,25,11,23,-9.668134349190368,-8.080570773364347
r2000,1,1,0,1,0,-11.459893818418422,-11.33866731138583
r3,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rTiMo,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ra,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ra3,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rabbit,1,1,0,1,0,-11.459893818418422,-11.33866731138583
race,4,3,1,2,1,-10.766746637858477,-10.645520130825885
raced,2,0,2,0,1,-12.153040998978367,-10.24005502271772
races,4,4,0,2,0,-10.543603086544268,-11.33866731138583
racez,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rad,1,1,0,1,0,-11.459893818418422,-11.33866731138583
radar,13,13,0,8,0,-9.513983669363109,-11.33866731138583
radial,6,6,0,4,0,-10.207130849923054,-11.33866731138583
radiance,1,1,0,1,0,-11.459893818418422,-11.33866731138583
radiation,2,2,0,2,0,-11.054428710310258,-11.33866731138583
radiationinduced,1,1,0,1,0,-11.459893818418422,-11.33866731138583
radical,1,1,0,1,0,-11.459893818418422,-11.33866731138583
radio,10,10,0,7,0,-9.755145726179997,-11.33866731138583
radiograph,1,1,0,1,0,-11.459893818418422,-11.33866731138583
radius,2,2,0,1,0,-11.054428710310258,-11.33866731138583
radix,2,1,1,1,1,-11.459893818418422,-10.645520130825885
radix2,1,1,0,1,0,-11.459893818418422,-11.33866731138583
radixdecluster,1,0,1,0,1,-12.153040998978367,-10.645520130825885
radixzip,1,0,1,0,1,-12.153040998978367,-10.645520130825885
raghunath,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rahm,1,0,1,0,1,-12.153040998978367,-10.645520130825885
raide,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rail,4,4,0,2,0,-10.543603086544268,-11.33866731138583
railtorail,1,1,0,1,0,-11.459893818418422,-11.33866731138583
railway,6,6,0,4,0,-10.207130849923054,-11.33866731138583
railways,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rainbow,2,1,1,1,1,-11.459893818418422,-10.645520130825885
rainforest,1,0,1,0,1,-12.153040998978367,-10.645520130825885
raise,2,2,0,2,0,-11.054428710310258,-11.33866731138583
raising,4,4,0,2,0,-10.543603086544268,-11.33866731138583
ram,2,1,1,1,1,-11.459893818418422,-10.645520130825885
raman,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ramifications,2,2,0,1,0,-11.054428710310258,-11.33866731138583
ramss,1,1,0,1,0,-11.459893818418422,-11.33866731138583
random,54,33,21,19,14,-8.626680474362207,-8.247624858027514
randomaccess,1,0,1,0,1,-12.153040998978367,-10.645520130825885
randomized,15,7,8,5,6,-10.073599457298531,-9.14144273404961
randomly,1,1,0,1,0,-11.459893818418422,-11.33866731138583
randomness,4,4,0,2,0,-10.543603086544268,-11.33866731138583
range,41,12,29,7,21,-9.588091641516831,-7.937469929723674
rangepartitioned,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ranges,2,0,2,0,1,-12.153040998978367,-10.24005502271772
rangesum,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ranging,4,4,0,2,0,-10.543603086544268,-11.33866731138583
rank,6,4,2,1,2,-10.543603086544268,-10.24005502271772
ranked,18,1,17,1,9,-11.459893818418422,-8.448295553489665
rankedcomponent,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ranker,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rankie,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ranking,49,19,30,12,17,-9.157308725424377,-7.904680106900683
rankmass,2,0,2,0,2,-12.153040998978367,-10.24005502271772
ranks,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ranksql,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rapid,40,35,5,24,4,-8.569522060522258,-9.546907842157774
rapid7,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rapidly,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rasch,4,4,0,3,0,-10.543603086544268,-11.33866731138583
rasdaman,2,0,2,0,2,-12.153040998978367,-10.24005502271772
rasp,1,0,1,0,1,-12.153040998978367,-10.645520130825885
raster,2,2,0,1,0,-11.054428710310258,-11.33866731138583
rate,24,23,1,13,1,-8.974987168630422,-10.645520130825885
rates,4,2,2,1,1,-11.054428710310258,-10.24005502271772
rateweb,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rather,2,0,2,0,1,-12.153040998978367,-10.24005502271772
rating,4,4,0,2,0,-10.543603086544268,-11.33866731138583
ratio,12,8,4,5,3,-9.95581642164215,-9.729229398951729
rational,6,6,0,4,0,-10.207130849923054,-11.33866731138583
rationale,11,11,0,6,0,-9.668134349190368,-11.33866731138583
rationing,2,0,2,0,1,-12.153040998978367,-10.24005502271772
rave,1,1,0,1,0,-11.459893818418422,-11.33866731138583
raw,4,1,3,1,2,-11.459893818418422,-9.95237295026594
rawajali,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ray,4,4,0,3,0,-10.543603086544268,-11.33866731138583
rayleigh,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rbac,2,1,1,1,1,-11.459893818418422,-10.645520130825885
rbf,5,5,0,5,0,-10.361281529750313,-11.33866731138583
rcliques,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rcose,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rcsi,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rd,4,4,0,2,0,-10.543603086544268,-11.33866731138583
rdb,2,0,2,0,2,-12.153040998978367,-10.24005502271772
rdbms,11,1,10,1,10,-11.459893818418422,-8.94077203858746
rdf,17,1,16,1,14,-11.459893818418422,-8.505453967329613
rdfi,1,0,1,0,1,-12.153040998978367,-10.645520130825885
re,30,24,6,23,6,-8.934165174110166,-9.392757162330517
reach,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reachability,17,7,10,4,5,-10.073599457298531,-8.94077203858746
reaching,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reacting,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reaction,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reactive,23,22,1,13,1,-9.017546783049218,-10.645520130825885
reactivity,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reactor,4,4,0,2,0,-10.543603086544268,-11.33866731138583
read,9,2,7,1,7,-11.054428710310258,-9.259225769705994
readability,9,9,0,5,0,-9.850455905984322,-11.33866731138583
reader,2,2,0,1,0,-11.054428710310258,-11.33866731138583
readiness,3,3,0,2,0,-10.766746637858477,-11.33866731138583
reading,14,11,3,6,2,-9.668134349190368,-9.95237295026594
readjustment,2,2,0,1,0,-11.054428710310258,-11.33866731138583
readoptimized,3,0,3,0,3,-12.153040998978367,-9.95237295026594
readout,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ready,2,2,0,2,0,-11.054428710310258,-11.33866731138583
real,181,128,53,114,42,-7.2932285946166955,-7.349683264821555
realisation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
realising,4,4,0,3,0,-10.543603086544268,-11.33866731138583
realistic,7,5,2,3,1,-10.361281529750313,-10.24005502271772
realities,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reality,28,24,4,14,3,-8.934165174110166,-9.729229398951729
realization,30,28,2,16,1,-8.785745168991895,-10.24005502271772
realizing,6,6,0,3,0,-10.207130849923054,-11.33866731138583
reallife,1,1,0,1,0,-11.459893818418422,-11.33866731138583
really,23,21,2,11,1,-9.061998545620053,-10.24005502271772
realm,1,0,1,0,1,-12.153040998978367,-10.645520130825885
realtime,79,65,14,63,14,-7.963386256951942,-8.63061711028362
realvalue,1,1,0,1,0,-11.459893818418422,-11.33866731138583
realworld,6,3,3,3,3,-10.766746637858477,-9.95237295026594
rearchival,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rearview,2,0,2,0,1,-12.153040998978367,-10.24005502271772
reason,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reasonable,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reasoning,60,50,10,29,7,-8.221215366254043,-8.94077203858746
reasoningreacting,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reasons,7,7,0,4,0,-10.073599457298531,-11.33866731138583
reassembly,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reassert,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reba,3,3,0,3,0,-10.766746637858477,-11.33866731138583
rebound,1,0,1,0,1,-12.153040998978367,-10.645520130825885
rebse,2,2,0,2,0,-11.054428710310258,-11.33866731138583
rebucket,1,1,0,1,0,-11.459893818418422,-11.33866731138583
recall,1,0,1,0,1,-12.153040998978367,-10.645520130825885
recallbased,1,0,1,0,1,-12.153040998978367,-10.645520130825885
recapture,1,1,0,1,0,-11.459893818418422,-11.33866731138583
recast,1,1,0,1,0,-11.459893818418422,-11.33866731138583
recbulc,1,1,0,1,0,-11.459893818418422,-11.33866731138583
receive,1,1,0,1,0,-11.459893818418422,-11.33866731138583
received,1,1,0,1,0,-11.459893818418422,-11.33866731138583
receiver,3,3,0,2,0,-10.766746637858477,-11.33866731138583
receivers,4,4,0,2,0,-10.543603086544268,-11.33866731138583
recency,3,0,3,0,2,-12.153040998978367,-9.95237295026594
recent,12,9,3,9,2,-9.850455905984322,-9.95237295026594
receptor,2,2,0,1,0,-11.054428710310258,-11.33866731138583
recessive,1,1,0,1,0,-11.459893818418422,-11.33866731138583
recipe,7,7,0,4,0,-10.073599457298531,-11.33866731138583
recipes,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reclipse,2,2,0,1,0,-11.054428710310258,-11.33866731138583
recoding,4,2,2,1,1,-11.054428710310258,-10.24005502271772
recognition,76,73,3,40,2,-7.848975905774198,-9.95237295026594
recognize,3,3,0,2,0,-10.766746637858477,-11.33866731138583
recognizing,4,4,0,3,0,-10.543603086544268,-11.33866731138583
recombination,2,2,0,1,0,-11.054428710310258,-11.33866731138583
recometh,2,2,0,2,0,-11.054428710310258,-11.33866731138583
recommend,8,8,0,4,0,-9.95581642164215,-11.33866731138583
recommendation,42,28,14,15,7,-8.785745168991895,-8.63061711028362
recommendations,34,25,9,12,5,-8.894944460956886,-9.036082218391783
recommended,1,1,0,1,0,-11.459893818418422,-11.33866731138583
recommender,26,19,7,10,4,-9.157308725424377,-9.259225769705994
recommenders,1,0,1,0,1,-12.153040998978367,-10.645520130825885
recommending,9,8,1,5,1,-9.95581642164215,-10.645520130825885
recompilation,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reconceptualizing,1,1,0,1,0,-11.459893818418422,-11.33866731138583
reconciliation,11,2,9,1,5,-11.054428710310258,-9.036082218391783
reconciling,4,2,2,2,1,-11.054428710310258,-10.24005502271772
reconfigurable,13,11,2,8,1,-9.668134349190368,-10.24005502271772
reconfiguration,19,19,0,10,0,-9.157308725424377,-11.33866731138583
reconfigurations,4,4,0,2,0,-10.543603086544268,-11.33866731138583
reconfigure,2,2,0,1,0,-11.054428710310258,-11.33866731138583
reconstructing,3,3,0,2,0,-10.766746637858477,-11.33866731138583
reconstruction,15,13,2,9,1,-9.513983669363109,-10.24005502271772
recontest,1,1,0,1,0,-11.459893818418422,-11.33866731138583
record,27,7,20,4,12,-10.073599457298531,-8.294144873662406
recording,9,8,1,5,1,-9.95581642164215,-10.645520130825885
records,21,13,8,7,5,-9.513983669363109,-9.14144273404961
recoverable,3,0,3,0,2,-12.153040998978367,-9.95237295026594
recovered,3,3,0,2,0,-10.766746637858477,-11.33866731138583
recovering,6,4,2,3,2,-10.543603086544268,-10.24005502271772
recovery,80,41,39,23,26,-8.415371380695,-7.649787857271893
rectangle,1,1,0,1,0,-11.459893818418422,-11.33866731138583
rectangular,7,7,0,3,0,-10.073599457298531,-11.33866731138583
rectification,2,2,0,1,0,-11.054428710310258,-11.33866731138583
recumvely,2,0,2,0,1,-12.153040998978367,-10.24005502271772
recurrent,4,4,0,2,0,-10.543603086544268,-11.33866731138583
recurring,7,5,2,3,1,-10.361281529750313,-10.24005502271772
recursion,2,0,2,0,1,-12.153040998978367,-10.24005502271772
recursive,18,7,11,4,7,-10.073599457298531,-8.853760661597828
recursively,2,0,2,0,1,-12.153040998978367,-10.24005502271772
recycling,6,4,2,2,1,-10.543603086544268,-10.24005502271772
red,3,2,1,1,1,-11.054428710310258,-10.645520130825885
redesign,2,2,0,1,0,-11.054428710310258,-11.33866731138583
redesigning,2,2,0,2,0,-11.054428710310258,-11.33866731138583
redirecting,1,1,0,1,0,-11.459893818418422,-11.33866731138583
redistribution,2,0,2,0,2,-12.153040998978367,-10.24005502271772
redo,2,0,2,0,2,-12.153040998978367,-10.24005502271772
redoop,1,0,1,0,1,-12.153040998978367,-10.645520130825885
reduce,10,5,5,3,5,-10.361281529750313,-9.546907842157774
reduced,12,11,1,8,1,-9.668134349190368,-10.645520130825885
reducing,27,15,12,10,8,-9.380452276738588,-8.773717953924292
reduction,32,26,6,16,4,-8.857204132974038,-9.392757162330517
reducts,1,1,0,1,0,-11.459893818418422,-11.33866731138583
