logPriorICSE,-0.35667494393873245,logPriorVLDB,-1.2039728043259361
Word,Count,CountICSE,CountVLDB,CountDocICSE,CountDocVLDB,logCondProbICSE,logCondProbVLDB
Protect,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Protected,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Protection,11,8,3,8,2,-9.95581642164215,-9.95237295026594
Protein,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Protocol,13,11,2,11,2,-9.668134349190368,-10.24005502271772
Protocols,9,6,3,6,3,-10.207130849923054,-9.95237295026594
Prototype,5,2,3,2,3,-11.054428710310258,-9.95237295026594
Prototypes,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Prototyping,15,13,2,13,2,-9.513983669363109,-10.24005502271772
Provenance,4,0,4,0,4,-12.153040998978367,-9.729229398951729
Provers,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Provide,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Providers,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Providing,11,2,9,2,9,-11.054428710310258,-9.036082218391783
Proving,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Provisioning,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Provisions,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Proxies,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Proximity,5,1,4,1,4,-11.459893818418422,-9.729229398951729
ProximityAware,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Proxy,3,2,1,2,1,-11.054428710310258,-10.645520130825885
Proxybased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Pruning,1,0,1,0,1,-12.153040998978367,-10.645520130825885
PseudoRanked,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Pseudomorphic,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Pseudorelevance,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Psychological,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Psychometric,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Pt,2,2,0,2,0,-11.054428710310258,-11.33866731138583
PtBSTNiFeCu,1,1,0,1,0,-11.459893818418422,-11.33866731138583
PtCr,1,1,0,1,0,-11.459893818418422,-11.33866731138583
PtGaN,1,1,0,1,0,-11.459893818418422,-11.33866731138583
PtTi,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ptype,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Public,4,4,0,4,0,-10.543603086544268,-11.33866731138583
Publish,1,0,1,0,1,-12.153040998978367,-10.645520130825885
PublishSubscribe,3,1,2,1,2,-11.459893818418422,-10.24005502271772
Publishing,4,0,4,0,4,-12.153040998978367,-9.729229398951729
Pull,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Pulse,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Pulsed,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Pump,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Purification,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Purpors,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Purpose,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Push,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Pushing,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Putting,6,3,3,3,3,-10.766746637858477,-9.95237295026594
Pyroelectric,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Python,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Q,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QADA,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QBench,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QMetric,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QOS,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QPSO,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QQL,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QR,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QRCode,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QRS,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QSL,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QStream,2,0,2,0,2,-12.153040998978367,-10.24005502271772
QSwitched,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QTCP,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QUALITY,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QUBLE,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QUEST,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QUICK,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QUIET,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QUIST,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QUOVADIS,2,2,0,2,0,-11.054428710310258,-11.33866731138583
QWU,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QWstructure,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Qi,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QoS,20,19,1,19,1,-9.157308725424377,-10.645520130825885
QoSAware,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QoSBased,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QoSGuaranteed,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QoSaware,2,1,1,1,1,-11.459893818418422,-10.645520130825885
QoSbased,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Qrmodel,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QtEmbedded,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Qtbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Qu,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QuDAS,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QuESo,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Quadtrees,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Qualification,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Qualified,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Qualitative,5,3,2,3,2,-10.766746637858477,-10.24005502271772
Quality,52,43,9,42,9,-8.368851365060108,-9.036082218391783
QualityAttribute,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QualityDriven,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Qualitydriven,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Quantifiable,3,1,2,1,2,-11.459893818418422,-10.24005502271772
Quantification,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Quantifiers,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Quantify,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Quantifying,7,6,1,6,1,-10.207130849923054,-10.645520130825885
Quantiles,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Quantitative,15,12,3,12,3,-9.588091641516831,-9.95237295026594
Quantization,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Quantox,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Quantum,9,9,0,9,0,-9.850455905984322,-11.33866731138583
Quantuminspired,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Quasi,2,2,0,2,0,-11.054428710310258,-11.33866731138583
QuasiID,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Queries,77,1,76,1,75,-11.459893818418422,-6.994861889532146
Query,139,4,135,4,133,-10.543603086544268,-6.426012425649778
QueryBased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QueryBrowser,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QueryByExample,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QueryByHumming,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QueryResult,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QueryUpdate,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Querybyexample,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Querying,30,0,30,0,30,-12.153040998978367,-7.904680106900683
Querymarket,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Questionnaire,1,1,0,1,0,-11.459893818418422,-11.33866731138583
QuestionnaireBased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Questions,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Queue,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Queueing,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Quick,2,2,0,2,0,-11.054428710310258,-11.33866731138583
QuickFOIL,1,0,1,0,1,-12.153040998978367,-10.645520130825885
QuickStore,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Quickdraw,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Quintillabit,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Quorum,3,0,3,0,3,-12.153040998978367,-9.95237295026594
Quotient,1,0,1,0,1,-12.153040998978367,-10.645520130825885
R,9,4,5,4,5,-10.543603086544268,-9.546907842157774
R2000,1,1,0,1,0,-11.459893818418422,-11.33866731138583
R3,3,1,2,1,2,-11.459893818418422,-10.24005502271772
RA,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RA3,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RACE,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RACEZ,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RAD,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RADAR,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RADICAL,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RAIDE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RAISE,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RAM,2,1,1,1,1,-11.459893818418422,-10.645520130825885
RAMSS,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RASPQS,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RATEWeb,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RAVE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RAW,2,1,1,1,1,-11.459893818418422,-10.645520130825885
RBAC,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RBACbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RBF,4,4,0,4,0,-10.543603086544268,-11.33866731138583
RCSI,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RCoSE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RD,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RDB,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RDBMS,10,1,9,1,9,-11.459893818418422,-9.036082218391783
RDBMSbased,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RDF,14,1,13,1,13,-11.459893818418422,-8.699609981770571
RDF3X,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RDFI,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RE,3,3,0,3,0,-10.766746637858477,-11.33866731138583
REBSE2,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RECAST,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RECONTEST,1,1,0,1,0,-11.459893818418422,-11.33866731138583
REEF,1,0,1,0,1,-12.153040998978367,-10.645520130825885
REFEREE,1,0,1,0,1,-12.153040998978367,-10.645520130825885
REHIST,1,0,1,0,1,-12.153040998978367,-10.645520130825885
REMIT,1,0,1,0,1,-12.153040998978367,-10.645520130825885
REQ,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RERAN,1,1,0,1,0,-11.459893818418422,-11.33866731138583
REST,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RESTful,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RESTlike,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RET,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RETree,1,0,1,0,1,-12.153040998978367,-10.645520130825885
REWIND,1,0,1,0,1,-12.153040998978367,-10.645520130825885
REX,2,0,2,0,2,-12.153040998978367,-10.24005502271772
REdistribution,2,0,2,0,2,-12.153040998978367,-10.24005502271772
RF,13,13,0,13,0,-9.513983669363109,-11.33866731138583
RFID,33,25,8,25,8,-8.894944460956886,-9.14144273404961
RFIDbased,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RFLNA,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RFMvalues,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RGBbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RIABased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RIDE,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RIE,3,3,0,3,0,-10.766746637858477,-11.33866731138583
RIG,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RIM,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RINSE,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RISC,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RISCStyle,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RLCG,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RM,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RMI,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RML,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RMT,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RNM,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ROBOT,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ROI,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ROLEX,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ROM,2,2,0,2,0,-11.054428710310258,-11.33866731138583
ROSE,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ROWAMSTS,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ROX,2,0,2,0,2,-12.153040998978367,-10.24005502271772
ROXXI,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RP,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RPC,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RPL,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RRNS,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RRT,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RRXS,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RS,2,1,1,1,1,-11.459893818418422,-10.645520130825885
RSA,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RSMAC,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RSOX,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RSPLIB,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RSS,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RSSE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RSSI,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RTA,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RTE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RTMonitor,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RTO,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RTP,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RTSPACE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RTree,2,0,2,0,2,-12.153040998978367,-10.24005502271772
RUMtree,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RUP,2,2,0,2,0,-11.054428710310258,-11.33866731138583
RaPiD7,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Rabbit,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Race,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Radar,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Radial,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Radiance,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Radiation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Radio,4,4,0,4,0,-10.543603086544268,-11.33866731138583
Radiograph,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RadixZip,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Raghunath,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Rahm,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Railway,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Railways,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RainForest,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Rainbow,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Raman,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Random,10,4,6,4,6,-10.543603086544268,-9.392757162330517
Randomdopantinduced,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Randomized,7,3,4,3,4,-10.766746637858477,-9.729229398951729
Randomly,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Range,6,2,4,2,4,-11.054428710310258,-9.729229398951729
RangeMax,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RangeSum,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Rangesum,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Rank,2,0,2,0,2,-12.153040998978367,-10.24005502271772
RankIE,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RankMass,2,0,2,0,2,-12.153040998978367,-10.24005502271772
RankSQL,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Ranked,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Ranking,9,5,4,5,4,-10.361281529750313,-9.729229398951729
Ranks,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Rapid,16,13,3,13,3,-9.513983669363109,-9.95237295026594
Rapidly,1,1,0,1,0,-11.459893818418422,-11.33866731138583
RasDaMan,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Rasch,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Rate,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ratio,4,2,2,2,2,-11.054428710310258,-10.24005502271772
Rational,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Rationale,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Rawajali,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Rayleigh,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Rdb,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ReAssert,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ReBA,3,3,0,3,0,-10.766746637858477,-11.33866731138583
ReBucket,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ReCBuLC,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ReEncryption,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ReEngineering,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ReMan,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ReMoDD,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ReStore,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Reachability,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Reaching,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Reactive,5,4,1,4,1,-10.543603086544268,-10.645520130825885
Reactivity,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Read,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ReadAhead,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ReadOnly,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Readability,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Readiness,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Reading,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Readoptimized,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Readout,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Ready,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Readysettransfer,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Real,12,8,4,8,4,-9.95581642164215,-9.729229398951729
RealLife,1,0,1,0,1,-12.153040998978367,-10.645520130825885
RealTime,26,17,9,17,8,-9.262669241082204,-9.036082218391783
RealWorld,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Realisation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Realising,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Realistic,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Realities,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Reality,6,4,2,4,2,-10.543603086544268,-10.24005502271772
Realization,4,4,0,4,0,-10.543603086544268,-11.33866731138583
Really,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Realmbased,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Realtime,10,6,4,6,4,-10.207130849923054,-9.729229398951729
Reasoning,11,7,4,7,4,-10.073599457298531,-9.729229398951729
Reasons,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Rebound,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Receivedsignalstrengthbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Receiver,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Recent,9,8,1,8,1,-9.95581642164215,-10.645520130825885
Recessive,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Recipe,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Recognition,8,7,1,7,1,-10.073599457298531,-10.645520130825885
Recognize,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Recognizing,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Recometh,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Recommendation,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Recommendations,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Recommended,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Recommender,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Recommenders,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Recommending,3,2,1,2,1,-11.054428710310258,-10.645520130825885
Reconceptualizing,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Reconciliation,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Reconciling,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Reconfigurable,5,5,0,5,0,-10.361281529750313,-11.33866731138583
Reconfigurationbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Reconstructing,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Reconstruction,5,5,0,5,0,-10.361281529750313,-11.33866731138583
Record,5,1,4,1,4,-11.459893818418422,-9.729229398951729
Recording,3,2,1,2,1,-11.054428710310258,-10.645520130825885
Records,3,1,2,1,2,-11.459893818418422,-10.24005502271772
Recoverable,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Recovered,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Recovering,4,2,2,2,2,-11.054428710310258,-10.24005502271772
Recovery,16,4,12,4,12,-10.543603086544268,-8.773717953924292
Rectangle,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Rectangular,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Recurring,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Recursive,4,1,3,1,3,-11.459893818418422,-9.95237295026594
Red,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Redesigning,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Redirecting,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Redo,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Redoop,1,0,1,0,1,-12.153040998978367,-10.645520130825885
